L1,L2,L3,L4,L5,L9,Level,UPC,COLUPC,SY,GE,VEND,ITEM,*STUBSPEC 1844RC                                                         00004  ,VOL_EQ,PRODUCT TYPE,COLOR,SIZE,ADDITIVES,NUMBER OF PLY,TYPE OF DISPENSER,NUMBER OF SHEETS
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06102,13177906102,, 1,31779, 6102,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6102 1  1 0.8500RP   01011  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06105,13177906105,, 1,31779, 6105,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6105 1  1 0.8500RP   01012  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06106,13177906106,, 1,31779, 6106,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6106 1  1 0.8500RP   01013  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06107,13177906107,, 1,31779, 6107,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6107 1  1 0.8500RP   01014  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06108,13177906108,, 1,31779, 6108,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6108 1  1 0.8500RP   01015  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06109,13177906109,, 1,31779, 6109,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6109 1  1 0.8500RP   01016  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06110,13177906110,, 1,31779, 6110,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6110 1  1 0.8500RP   01017  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06111,13177906111,, 1,31779, 6111,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6111 1  1 0.8500RP   01018  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06112,13177906112,, 1,31779, 6112,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6112 1  1 0.8500RP   01019  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06113,13177906113,, 1,31779, 6113,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6113 1  1 0.8500RP   01020  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06116,13177906116,, 1,31779, 6116,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6116 1  1 0.8500RP   01021  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06119,13177906119,, 1,31779, 6119,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6119 1  1 0.8500RP   01022  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06120,13177906120,, 1,31779, 6120,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6120 1  1 0.8500RP   01023  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06121,13177906121,, 1,31779, 6121,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6121 1  1 0.8500RP   01024  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06123,13177906123,, 1,31779, 6123,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6123 1  1 0.8500RP   01025  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06124,13177906124,, 1,31779, 6124,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6124 1  1 0.8500RP   01026  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06125,13177906125,, 1,31779, 6125,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6125 1  1 0.8500RP   01027  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06126,13177906126,, 1,31779, 6126,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6126 1  1 0.8500RP   01028  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06127,13177906127,, 1,31779, 6127,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6127 1  1 0.8500RP   01029  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06128,13177906128,, 1,31779, 6128,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6128 1  1 0.8500RP   01030  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06129,13177906129,, 1,31779, 6129,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6129 1  1 0.8500RP   01031  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06130,13177906130,, 1,31779, 6130,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6130 1  1 0.8500RP   01032  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06131,13177906131,, 1,31779, 6131,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6131 1  1 0.8500RP   01033  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06132,13177906132,, 1,31779, 6132,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6132 1  1 0.8500RP   01034  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06303,13177906303,, 1,31779, 6303,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6303 1  1 0.8500RP   01035  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06305,13177906305,, 1,31779, 6305,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6305 1  1 0.8500RP   01036  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06306,13177906306,, 1,31779, 6306,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6306 1  1 0.8500RP   01037  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06307,13177906307,, 1,31779, 6307,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6307 1  1 0.8500RP   01038  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06308,13177906308,, 1,31779, 6308,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6308 1  1 0.8500RP   01039  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06309,13177906309,, 1,31779, 6309,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6309 1  1 0.8500RP   01040  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06312,13177906312,, 1,31779, 6312,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6312 1  1 0.8500RP   01041  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-02-31779-06315,23177906315,, 2,31779, 6315,        +PRTSS WHT FCLTS 2PLY       85CT 0 2 31779  6315 1  1 0.8500RP   01042  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06316,13177906316,, 1,31779, 6316,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6316 1  1 0.8500RP   01043  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06322,13177906322,, 1,31779, 6322,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6322 1  1 0.8500RP   01044  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06323,13177906323,, 1,31779, 6323,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6323 1  1 0.8500RP   01045  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06324,13177906324,, 1,31779, 6324,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6324 1  1 0.8500RP   01046  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06326,13177906326,, 1,31779, 6326,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6326 1  1 0.8500RP   01047  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06329,13177906329,, 1,31779, 6329,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6329 1  1 0.8500RP   01048  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06501,13177906501,, 1,31779, 6501,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6501 1  1 0.8500RP   01049  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06502,13177906502,, 1,31779, 6502,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6502 1  1 0.8500RP   01050  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06503,13177906503,, 1,31779, 6503,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6503 1  1 0.8500RP   01051  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06504,13177906504,, 1,31779, 6504,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6504 1  1 0.8500RP   01052  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06505,13177906505,, 1,31779, 6505,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6505 1  1 0.8500RP   01053  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06506,13177906506,, 1,31779, 6506,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6506 1  1 0.8500RP   01054  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06507,13177906507,, 1,31779, 6507,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6507 1  1 0.8500RP   01055  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06508,13177906508,, 1,31779, 6508,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6508 1  1 0.8500RP   01056  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06509,13177906509,, 1,31779, 6509,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6509 1  1 0.8500RP   01057  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06510,13177906510,, 1,31779, 6510,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6510 1  1 0.8500RP   01058  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06511,13177906511,, 1,31779, 6511,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6511 1  1 0.8500RP   01059  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06513,13177906513,, 1,31779, 6513,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6513 1  1 0.8500RP   01060  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06514,13177906514,, 1,31779, 6514,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6514 1  1 0.8500RP   01061  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06515,13177906515,, 1,31779, 6515,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6515 1  1 0.8500RP   01062  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06516,13177906516,, 1,31779, 6516,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6516 1  1 0.8500RP   01063  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06517,13177906517,, 1,31779, 6517,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6517 1  1 0.8500RP   01064  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06519,13177906519,, 1,31779, 6519,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6519 1  1 0.8500RP   01065  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06520,13177906520,, 1,31779, 6520,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6520 1  1 0.8500RP   01066  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06521,13177906521,, 1,31779, 6521,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6521 1  1 0.8500RP   01067  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06522,13177906522,, 1,31779, 6522,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6522 1  1 0.8500RP   01068  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06523,13177906523,, 1,31779, 6523,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6523 1  1 0.8500RP   01069  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06524,13177906524,, 1,31779, 6524,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6524 1  1 0.8500RP   01070  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06525,13177906525,, 1,31779, 6525,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6525 1  1 0.8500RP   01071  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06526,13177906526,, 1,31779, 6526,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6526 1  1 0.8500RP   01072  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06527,13177906527,, 1,31779, 6527,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6527 1  1 0.8500RP   01073  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06528,13177906528,, 1,31779, 6528,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6528 1  1 0.8500RP   01074  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY NOADD 85CT,9,00-01-31779-06117,13177906117,, 1,31779, 6117,        +PRTSS WHT FCLTS 2PLY NOADD 85CT 0 1 31779  6117 1  1 0.8500RP   01075  ,0.85,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STEPFLOW INTL LIMTED,STEPFLOW INTL LIMTED,PRIDE,+PRID4 WHT FCLTS 2PLY 120CT,9,07-01-32962-24682,713296224682,7, 1,32962,24682,        +PRID4 WHT FCLTS 2PLY      120CT 7 1 32962 24682 1  1 1.2000RP   01079  ,1.2,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STEPFLOW INTL LIMTED,STEPFLOW INTL LIMTED,PRIDE,+PRID4 WHT FCLTS 2PLY 120CT,9,00-03-32962-24682,33296224682,, 3,32962,24682,        +PRID4 WHT FCLTS 2PLY      120CT 0 3 32962 24682 0= 1 1.2000RP   01080  ,1.2,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TOP OPENING,MISSING
